point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,叶祥苓、郭宗俊1991
YX01,宜兴,太湖片-毗陵小片,,,肴,N,闹,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,罩,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,櫂,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,抓,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,爪,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,找,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,笊,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,抄,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,钞,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,炒,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,吵,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,巢,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,梢,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,捎,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,筲,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,稍,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,潲,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,潲,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,TS,哨,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,交,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,郊,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,胶,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,教,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,茭,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,蛟,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,跤,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,绞,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,狡,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,铰,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,搅,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,搞,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,教,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,校,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,较,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,酵,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,窖,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,觉,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,珓,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,敲,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,骹,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,巧,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,咬,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,K,乐,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,哮,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,孝,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,肴,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,淆,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,效,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,校,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,校,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,坳,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,凹,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,拗,au,,
YX01,宜兴,太湖片-毗陵小片,,,肴,Ø,靿,au,,
