point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,王盈新2011/石汝杰
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,苔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,抬,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,待,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,怠,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,殆,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,代,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,袋,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,玳,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,黛,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,埭,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,逮,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,T,绐,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,N,乃,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,N,耐,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,L,来,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,再,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,採,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,才,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,材,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,财,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,在,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,该,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,改,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,概,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,溉,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,开,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,凯,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,慨,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,咳,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,呆,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,磑,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,K,碍,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,P,贝,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,P,狈,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,P,沛,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,带,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,太,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,泰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,大,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,汏,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,N,奈,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,L,赖,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,L,癞,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,盖,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,丐,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,艾,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,杯,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,辈,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,胚,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,坯,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,配,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,培,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,陪,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,赔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,裴,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,倍,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,佩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,梅,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,枚,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,媒,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,煤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,莓,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,玫,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,每,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,妹,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,M,昧,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,堆,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,对,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,碓,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,推,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,腿,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,退,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,颓,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,T,队,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,N,馁,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,N,内,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,雷,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,儡,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,癗,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,累,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,擂,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,催,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,盔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,恢,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,魁,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,诙,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,傀,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,块,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,K,桅,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,T,兑,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,TS,最,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,会,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,刽,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,桧,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,K,外,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
KS01,昆山市区玉山镇,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
