point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,上海南汇方言老派同音字汇陈忠敏
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,该,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,改,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,概,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,溉,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,开,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,凯,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,慨,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,咳,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,呆,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,磑,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,K,碍,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,P,贝,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,P,狈,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,P,沛,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,带,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,太,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,泰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,大,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,汏,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,N,奈,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,L,赖,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,L,癞,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,盖,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,丐,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,艾,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,杯,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,辈,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,胚,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,坯,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,配,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,培,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,陪,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,赔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,裴,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,倍,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,佩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,P,背,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,梅,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,枚,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,媒,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,煤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,莓,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,玫,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,每,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,妹,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,M,昧,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,堆,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,对,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,碓,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,推,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,腿,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,退,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,颓,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,T,队,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,N,馁,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,N,内,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,雷,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,儡,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,癗,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,累,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,擂,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,催,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,盔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,恢,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,魁,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,诙,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,傀,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,块,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,K,桅,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,T,兑,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,TS,最,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,会,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,刽,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,桧,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,K,外,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
NH01,南汇惠南镇,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
