point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,汪平1996
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,P,贝,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,P,狈,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,P,沛,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,带,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,太,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,泰,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,大,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,汏,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,N,奈,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,L,赖,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,L,癞,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,盖,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,丐,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,艾,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,杯,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,辈,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,背,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,胚,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,坯,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,配,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,培,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,陪,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,赔,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,裴,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,倍,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,佩,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,P,背,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,梅,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,枚,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,媒,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,煤,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,莓,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,玫,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,每,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,妹,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,M,昧,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,堆,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,对,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,碓,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,推,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,腿,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,退,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,颓,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,T,队,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,N,馁,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,N,内,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,雷,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,儡,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,癗,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,累,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,擂,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,催,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,盔,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,恢,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,魁,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,诙,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,傀,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,块,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,K,桅,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,T,兑,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,TS,最,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,会,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,刽,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,桧,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,K,外,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,包,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,胞,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,苞,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,饱,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,豹,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,爆,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,泡,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,抛,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,脬,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,炮,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,泡,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,跑,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,刨,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,匏,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,麅,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,鲍,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,P,鉋,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,M,茅,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,M,猫,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,M,锚,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,M,卯,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,M,貌,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,N,铙,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,N,挠,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,N,闹,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,罩,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,櫂,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,抓,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,爪,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,找,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,笊,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,抄,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,钞,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,炒,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,吵,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,巢,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,梢,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,捎,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,筲,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,稍,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,潲,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,潲,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,TS,哨,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,交,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,郊,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,胶,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,教,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,茭,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,蛟,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,跤,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,绞,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,狡,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,铰,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,搅,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,搞,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,教,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,校,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,较,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,酵,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,窖,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,觉,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,珓,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,敲,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,骹,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,巧,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,咬,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,K,乐,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,哮,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,孝,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,肴,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,淆,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,效,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,校,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,校,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,坳,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,凹,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,拗,æ,,
SZ01,苏州城区,太湖片-苏沪嘉小片,,,肴,Ø,靿,æ,,
