point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,许宝华、陶寰2015
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,多,u/ɑ,/～日,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,拖,u/ɑ,～地板/～舌头,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,他,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,驼,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,驮,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,陀,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,鸵,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,沱,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,舵,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,大,u/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,T,驮,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,N,挪,o/u/ɑ,又读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,N,哪,ɑ/o,/～吒,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,N,那,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,L,罗,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,L,锣,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,L,箩,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,L,萝,u/ɔ,/～卜,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,L,逻,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,TS,左,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,TS,佐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,TS,搓,u/o,/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,TS,娑,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,歌,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,哥,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,柯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,个,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,轲,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,可,ɔ/u,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,蛾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,鹅,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,俄,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,娥,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,我,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,K,饿,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,荷,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,河,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,何,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,荷,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,贺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,阿,u,～胶,
SJ01,松江镇,太湖片-苏沪嘉小片,,,歌,Ø,屙,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,茄,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,波,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,菠,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,跛,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,簸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,簸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,播,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,颇,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,坡,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,玻,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,破,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,婆,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,P,薄,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,魔,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,磨,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,摩,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,馍,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,蘑,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,M,磨,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,朵,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,躲,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,剁,o,～面,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,妥,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,椭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,唾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,砣,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,惰,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,垛,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,堕,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,挼,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,糯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,懦,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,骡,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,螺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,脶,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,啰,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,裸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,瘰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,摞,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,锉,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,坐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,座,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,蓑,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,梭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,唆,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,莎,u,～草,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,锁,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,琐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,过,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,锅,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,戈,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,果,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,裹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,餜,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,过,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,科,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,窠,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,棵,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,髁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,蝌,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,颗,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,课,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,讹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,卧,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,火,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,伙,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,货,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,禾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,倭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,窝,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,涡,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,莴,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,靴,iu,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,巴,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,芭,ɑ/o,～蕾/～蕉,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,疤,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,笆,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,吧,ɑ,酒～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,把,ɑ/o,～兄弟/～手,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,靶,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,欛,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,壩,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,坝,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,爸,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,怕,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,帕,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,爬,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,琶,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,钯,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,耙,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,麻,o/ɑ,/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,蟆,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,妈,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,马,o/ɑ,白读/～上文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,码,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,玛,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,蚂,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,骂,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,N,拿,o/ɑ,白读/文读,
