point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吕叔湘1993
DY01,丹阳,太湖片-毗陵小片,,,肴,P,抛,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,脬,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,炮,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,泡,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,跑,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,刨,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,匏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,麅,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,鲍,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,P,鉋,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,M,茅,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,M,猫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,M,锚,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,M,卯,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,M,貌,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,N,铙,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,N,挠,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,N,闹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,罩,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,櫂,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,抓,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,爪,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,找,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,笊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,抄,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,钞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,炒,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,吵,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,巢,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,梢,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,捎,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,筲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,稍,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,潲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,潲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,TS,哨,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,交,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,郊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,胶,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,教,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,茭,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,蛟,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,跤,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,绞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,狡,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,铰,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,搅,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,搞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,教,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,校,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,较,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,酵,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,窖,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,觉,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,珓,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,敲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,骹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,巧,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,咬,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,K,乐,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,哮,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,孝,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,肴,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,淆,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,效,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,校,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,校,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,坳,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,凹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,拗,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,肴,Ø,靿,ɔ,,
