point_id,point_name,subbranch,core_slots,monophthong_values,monophthong_value_size,monophthong_token_count,monophthong_nuclei,monophthong_nucleus_size,monophthong_nucleus_counts,back_monophthong_values,back_monophthong_value_size,back_monophthong_token_count,back_monophthong_nuclei,back_monophthong_nucleus_size,back_monophthong_nucleus_counts,s4_slot_in_data,s4_rhyme_in_data,s4_initial,s4_value_counts,s4_total_token_count,s4_monophthong_token_count,s4_monophthong_token_share,s4_dominant_value,s4_dominant_value_class,s4_dominant_nucleus,s4_dominant_nucleus_category,s4_dominant_token_count,s4_dominant_token_share,s4_status,s4_monophthong_values,s4_monophthong_nuclei,s4_back_monophthong_nuclei,s4_diphthong_or_glide_values,s4_other_values,s4_monophthong_nuclei_in_core,s4_monophthong_nuclei_in_core_back,s4_monophthong_nuclei_not_in_core,s4_core_relation,s4_map_category,s4_has_monophthong,s4_monophthong_only,s4_half_or_more_monophthong,hao_status,hao_monophthong_token_share,hao_dominant_value,hao_core_relation,s5_has_monophthong,s5_monophthong_only,s0s1_merge_mean,s0s1_merge_median,s1s2_merge_mean,s2s3_merge_mean,onset_condition_count
XD01,新登下港,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u, ɔ, ɛ",5,304,"a, o, u, ɔ, ɛ",5,"u(214), o(43), a(40), ɛ(4), ɔ(3)","o, u, ɔ",3,260,"o, u, ɔ",3,"u(214), o(43), ɔ(3)",S4,侯,*əu,"əʊ(37), iʊ(25), u(5), ɔ(1), ɛ(1)",69,7,0.10144927536231885,əʊ,diphthong_or_glide,,,37,0.5362318840579711,mixed_mono_and_diphthong,"u, ɔ, ɛ","u, ɔ, ɛ","u, ɔ","iʊ, əʊ",,"u, ɔ, ɛ","u, ɔ",,all_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,all_hao_mono_in_core_back_inventory,True,True,0.12786,0.119,0.01862,0.7095142857142857,7
XH02,萧山城厢,太湖片-临绍小片,S0+S1+S2+S3,"a, e, o, u",4,318,"a, e, o, u",4,"o(153), u(115), a(49), e(1)","o, u",2,268,"o, u",2,"o(153), u(115)",S4,侯,*əu,"io(57), o(3), ɒ(1)",61,4,0.06557377049180328,io,diphthong_or_glide,,,57,0.9344262295081968,mixed_mono_and_diphthong,"o, ɒ","o, ɒ","o, ɒ",io,,o,o,ɒ,partial_s4_mono_in_core_inventory,混合,True,False,False,mixed_mono_and_diphthong,0.9891304347826086,ɒ,hao_mono_outside_core_inventory,True,False,0.10007999999999999,0.0909,0.56954,0.13751428571428573,7
XS01,象山丹城,太湖片-甬江小片,S0+S1+S2+S3,"a, o, u, ɛ",4,324,"a, o, u, ɛ",4,"o(146), u(127), a(50), ɛ(1)","o, u",2,273,"o, u",2,"o(146), u(127)",S4,侯,*əu,"ou(54), ø(6), u(1), ɔ(1)",62,8,0.12903225806451613,ou,diphthong_or_glide,,,54,0.8709677419354839,mixed_mono_and_diphthong,"u, ø, ɔ","u, ø, ɔ","u, ɔ",ou,,u,u,"ø, ɔ",partial_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.11785999999999999,0.1324,0.55626,0.17839999999999998,7
XS03,萧山南阳镇,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u",3,267,"a, o, u",3,"o(121), u(112), a(34)","o, u",2,233,"o, u",2,"o(121), u(112)",S4,侯,*əu,"ø(31), iø(11), o(1), ɔ(1)",44,33,0.75,ø,monophthong,ø,front_rounded,31,0.7045454545454546,mixed_mono_and_diphthong,"o, ø, ɔ","o, ø, ɔ","o, ɔ",iø,,o,o,"ø, ɔ",partial_s4_mono_in_core_inventory,混合,True,False,True,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.064,0.0526,0.48098,0.09378571428571429,7
XZ01,莘庄,太湖片-苏沪嘉小片,S0+S1+S2+S3,"e, o, u, ɔ, ɛ, ɤ, ᴀ",7,242,"e, o, u, ɔ, ɛ, ɤ, ᴀ",7,"u(142), ᴀ(49), o(43), ɔ(5), ɤ(1), ɛ(1), e(1)","o, u, ɔ, ɤ",4,191,"o, u, ɔ, ɤ",4,"u(142), o(43), ɔ(5), ɤ(1)",S4,侯,*əu,"ɤ(45), u(3)",48,48,1.0,ɤ,monophthong,ɤ,back_unrounded,45,0.9375,monophthong_only,"u, ɤ","u, ɤ","u, ɤ",,,"u, ɤ","u, ɤ",,all_s4_mono_in_core_back_inventory,ɤ/ɯ类单音化,True,True,True,monophthong_only,1.0,ɔ,all_hao_mono_in_core_back_inventory,True,True,0.16266,0.1111,0.12362,0.4767428571428572,7
YQ01,於潜,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u",3,250,"a, o, u",3,"u(204), a(44), o(2)","o, u",2,206,"o, u",2,"u(204), o(2)",S4,侯,*əu,"iu(55), o(2), u(2), ɔ(2)",61,6,0.09836065573770492,iu,diphthong_or_glide,,,55,0.9016393442622951,mixed_mono_and_diphthong,"o, u, ɔ","o, u, ɔ","o, u, ɔ",iu,,"o, u","o, u",ɔ,partial_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.12412000000000001,0.0952,0.0,0.65,7
YX01,宜兴,太湖片-毗陵小片,S0+S1+S2+S3,"a, o, u, ɛ, ɷ",5,280,"a, o, u, ɛ, ɷ",5,"u(106), ɷ(82), o(64), a(27), ɛ(1)","o, u, ɷ",3,252,"o, u, ɷ",3,"u(106), ɷ(82), o(64)",S4,侯,*əu,"əu(60), ɷ(4), au(1), m(1)",66,4,0.06060606060606061,əu,diphthong_or_glide,,,60,0.9090909090909091,mixed_with_other,ɷ,ɷ,ɷ,"au, əu",m,ɷ,ɷ,,all_s4_mono_in_core_back_inventory,混合,True,False,False,diphthong_or_glide_only,0.0,au,no_hao_monophthong,False,False,0.0651,0.0476,0.0125,0.05612857142857143,7
YX02,鄞县中区,太湖片-甬江小片,S0+S1+S2+S3,"a, e, o, u",4,211,"a, e, o, u",4,"u(105), o(65), a(40), e(1)","o, u",2,170,"o, u",2,"u(105), o(65)",S4,侯,*əu,"œʏ(61), əu(2)",63,0,0.0,œʏ,diphthong_or_glide,,,61,0.9682539682539683,diphthong_or_glide_only,,,,"œʏ, əu",,,,,no_s4_monophthong,未单音化,False,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.08388,0.0455,0.0073999999999999995,0.11452857142857142,7
YY01,余姚城关,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u",3,217,"a, o, u",3,"u(94), o(73), a(50)","o, u",2,167,"o, u",2,"u(94), o(73)",S4,侯,*əu,"ø(62), iø(3), ou(2)",67,62,0.9253731343283582,ø,monophthong,ø,front_rounded,62,0.9253731343283582,mixed_mono_and_diphthong,ø,ø,,"iø, ou",,,,ø,s4_mono_outside_core_inventory,混合,True,False,True,monophthong_only,1.0,ɔ,partial_hao_mono_in_core_inventory,True,True,0.055459999999999995,0.0526,0.069,0.15074285714285712,7
ZJ01,诸暨城关,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u",3,176,"a, o, u",3,"u(82), a(47), o(47)","o, u",2,129,"o, u",2,"u(82), o(47)",S4,侯,*əu,"ei(25), y(20), ɔi(3), ɔ(2), u(1)",51,23,0.45098039215686275,ei,diphthong_or_glide,,,25,0.49019607843137253,mixed_mono_and_diphthong,"u, y, ɔ","u, y, ɔ","u, ɔ","ei, ɔi",,u,u,"y, ɔ",partial_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.1609,0.1111,0.04034,0.1052,7
ZJ02,诸暨璜山镇,太湖片-临绍小片,S0+S1+S2+S3,"a, u, ʊ",3,215,"a, u, ʊ",3,"u(112), ʊ(56), a(47)","u, ʊ",2,168,"u, ʊ",2,"u(112), ʊ(56)",S4,侯,*əu,"ɤɯ(33), ʏ(24), uɤ(1), u(1), ɔ(1)",60,26,0.43333333333333335,ɤɯ,diphthong_or_glide,,,33,0.55,mixed_mono_and_diphthong,"u, ɔ, ʏ","u, ɔ, ʏ","u, ɔ","uɤ, ɤɯ",,u,u,"ɔ, ʏ",partial_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.14462,0.1579,0.00624,0.10612857142857143,7
ZJ03,诸暨直埠镇,太湖片-临绍小片,S0+S1+S2+S3,"a, o, u",3,165,"a, o, u",3,"u(87), o(44), a(34)","o, u",2,131,"o, u",2,"u(87), o(44)",S4,侯,*əu,"ei(24), y(14), a(1), ou(1), u(1)",41,16,0.3902439024390244,ei,diphthong_or_glide,,,24,0.5853658536585366,mixed_mono_and_diphthong,"a, u, y","a, u, y",u,"ei, ou",,"a, u",u,y,partial_s4_mono_in_core_inventory,混合,True,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.08844,0.1107,0.015339999999999998,0.020414285714285715,7
ZP01,周浦,太湖片-苏沪嘉小片,S0+S1+S2+S3,"e, o, u, ɔ, ɤ, ᴀ",6,230,"e, o, u, ɔ, ɤ, ᴀ",6,"u(152), ᴀ(48), o(22), ɔ(6), ɤ(1), e(1)","o, u, ɔ, ɤ",4,181,"o, u, ɔ, ɤ",4,"u(152), o(22), ɔ(6), ɤ(1)",S4,侯,*əu,"ɤ(47), u(2)",49,49,1.0,ɤ,monophthong,ɤ,back_unrounded,47,0.9591836734693877,monophthong_only,"u, ɤ","u, ɤ","u, ɤ",,,"u, ɤ","u, ɤ",,all_s4_mono_in_core_back_inventory,ɤ/ɯ类单音化,True,True,True,monophthong_only,1.0,ɔ,all_hao_mono_in_core_back_inventory,True,True,0.13413999999999998,0.1111,0.0,0.4545142857142857,7
ZR01,真如,太湖片-苏沪嘉小片,S0+S1+S2+S3,"o, u, ɔ, ᴀ",4,235,"o, u, ɔ, ᴀ",4,"u(156), ᴀ(45), o(29), ɔ(5)","o, u, ɔ",3,190,"o, u, ɔ",3,"u(156), o(29), ɔ(5)",S4,侯,*əu,"ɤ(46), u(2), e(1)",49,49,1.0,ɤ,monophthong,ɤ,back_unrounded,46,0.9387755102040817,monophthong_only,"e, u, ɤ","e, u, ɤ","u, ɤ",,,u,u,"e, ɤ",partial_s4_mono_in_core_inventory,ɤ/ɯ类单音化,True,True,True,monophthong_only,1.0,ɔ,all_hao_mono_in_core_back_inventory,True,True,0.16177999999999998,0.1111,0.0,0.48295714285714286,7
ZS01,舟山定海,太湖片-甬江小片,S0+S1+S2+S3,"a, o, u, ɛ",4,238,"a, o, u, ɛ",4,"u(119), o(72), a(46), ɛ(1)","o, u",2,191,"o, u",2,"u(119), o(72)",S4,侯,*əu,"ai(57), au(2)",59,0,0.0,ai,diphthong_or_glide,,,57,0.9661016949152542,diphthong_or_glide_only,,,,"ai, au",,,,,no_s4_monophthong,未单音化,False,False,False,monophthong_only,1.0,ɔ,hao_mono_outside_core_inventory,True,True,0.10042,0.1111,0.0162,0.14027142857142857,7
