point_id,point_name,onset_class,chain_slot,phonetic_frequency
LP01,临平五杭, N,S3,u(14)
LP01,临平五杭, P,S0,"a(7), o(1)"
LP01,临平五杭, P,S1,o(12)
LP01,临平五杭, P,S2,"u(7), y(1)"
LP01,临平五杭, P,S3,u(18)
LP01,临平五杭, T,S2,"u(10), a(2), uo(1)"
LP01,临平五杭, T,S3,u(19)
LP01,临平五杭, Ø,S0,a(6)
LP01,临平五杭, Ø,S1,"uo(9), ia(3)"
LP01,临平五杭, Ø,S2,u(15)
LP01,临平五杭, Ø,S3,u(19)
LP01,临平五杭,TS,S1,uo(1)
LP01,临平五杭,TS,S2,u(11)
LP01,临平五杭,TS,S3,u(13)
LP01,临平五杭,TS*,S0,"a(6), uo(2)"
LP01,临平五杭,TS*,S1,"uo(13), a(2)"
LT01,练塘, K,S0,"a(6), ia(4)"
LT01,练塘, K,S1,"a(13), ia(3)"
LT01,练塘, K,S2,"u(18), ɔ(1)"
LT01,练塘, K,S3,u(23)
LT01,练塘, M,S0,a(3)
LT01,练塘, M,S1,"o(5), a(1)"
LT01,练塘, M,S2,u(5)
LT01,练塘, M,S3,u(6)
LT01,练塘, N,S0,a(1)
LT01,练塘, N,S1,o(1)
LT01,练塘, N,S2,u(6)
LT01,练塘, N,S3,u(10)
LT01,练塘, P,S0,a(7)
LT01,练塘, P,S1,"o(8), a(1)"
LT01,练塘, P,S2,u(5)
LT01,练塘, P,S3,u(14)
LT01,练塘, T,S2,"u(6), a(2), o(1)"
LT01,练塘, T,S3,u(20)
LT01,练塘, Ø,S0,a(6)
LT01,练塘, Ø,S1,"o(6), ia(3)"
LT01,练塘, Ø,S2,u(12)
LT01,练塘, Ø,S3,u(11)
LT01,练塘,TS,S1,o(1)
LT01,练塘,TS,S2,u(8)
LT01,练塘,TS,S3,"u(10), o(1)"
LT01,练塘,TS*,S0,"a(7), o(1)"
LT01,练塘,TS*,S1,"o(10), a(1)"
LY01,溧阳, K,S0,"ᴀ(5), ie(3), io(1)"
LY01,溧阳, K,S1,"o(5), ie(2), io(2), iɑ(1)"
LY01,溧阳, K,S2,ʌɯ(14)
LY01,溧阳, K,S3,"u(8), ŋ(1)"
LY01,溧阳, M,S0,ᴀ(3)
LY01,溧阳, M,S1,o(3)
LY01,溧阳, M,S2,ʌɯ(2)
LY01,溧阳, M,S3,ʌɯ(3)
LY01,溧阳, N,S0,ᴀ(1)
LY01,溧阳, N,S1,o(1)
LY01,溧阳, N,S2,"ʌɯ(4), ɔ(1)"
LY01,溧阳, N,S3,u(6)
LY01,溧阳, P,S0,"ᴀ(6), o(1)"
LY01,溧阳, P,S1,o(7)
LY01,溧阳, P,S2,ʌɯ(8)
LY01,溧阳, P,S3,u(7)
LY01,溧阳, T,S2,"ʌɯ(10), ᴀ(2), o(1)"
LY01,溧阳, T,S3,u(11)
LY01,溧阳, Ø,S0,"ᴀ(6), ie(1)"
LY01,溧阳, Ø,S1,"o(4), io(3)"
LY01,溧阳, Ø,S2,ʌɯ(10)
LY01,溧阳, Ø,S3,u(7)
LY01,溧阳,TS,S1,o(1)
LY01,溧阳,TS,S2,ʌɯ(6)
LY01,溧阳,TS,S3,u(7)
LY01,溧阳,TS*,S0,ᴀ(7)
LY01,溧阳,TS*,S1,o(7)
MH01,闵行, K,S0,"a(10), ia(1)"
MH01,闵行, K,S1,"a(11), ia(4)"
MH01,闵行, K,S2,"u(17), ɤ(1), ŋ(1)"
MH01,闵行, K,S3,u(25)
MH01,闵行, M,S0,a(3)
MH01,闵行, M,S1,o(6)
MH01,闵行, M,S2,o(4)
MH01,闵行, M,S3,"o(4), u(1)"
MH01,闵行, N,S0,a(1)
MH01,闵行, N,S1,ɛ(1)
MH01,闵行, N,S2,u(8)
MH01,闵行, N,S3,u(12)
MH01,闵行, P,S0,a(6)
MH01,闵行, P,S1,"o(7), a(2), ɑ(1), ɛ(1)"
MH01,闵行, P,S2,u(8)
MH01,闵行, P,S3,u(17)
MH01,闵行, T,S2,u(14)
MH01,闵行, T,S3,u(20)
MH01,闵行, Ø,S0,a(5)
MH01,闵行, Ø,S1,"ɔ(4), ia(3), o(2)"
MH01,闵行, Ø,S2,u(10)
MH01,闵行, Ø,S3,u(15)
MH01,闵行,TS,S1,o(1)
MH01,闵行,TS,S2,u(6)
MH01,闵行,TS,S3,"u(11), o(1)"
MH01,闵行,TS*,S0,"a(7), o(1)"
MH01,闵行,TS*,S1,"o(10), a(1)"
NB01,宁波市区, K,S0,"a(14), ie(1), ia(1)"
NB01,宁波市区, K,S1,"o(11), yo(3), ia(1)"
NB01,宁波市区, K,S2,"əu(17), o(1)"
NB01,宁波市区, K,S3,u(19)
NB01,宁波市区, M,S0,a(3)
NB01,宁波市区, M,S1,"o(3), a(2)"
NB01,宁波市区, M,S2,əu(4)
NB01,宁波市区, M,S3,əu(3)
NB01,宁波市区, N,S0,a(2)
NB01,宁波市区, N,S1,o(1)
NB01,宁波市区, N,S2,"əu(11), o(2), a(2)"
NB01,宁波市区, N,S3,u(12)
NB01,宁波市区, P,S0,a(5)
NB01,宁波市区, P,S1,"o(13), a(1)"
NB01,宁波市区, P,S2,"əu(5), ø(1)"
NB01,宁波市区, P,S3,u(16)
NB01,宁波市区, T,S2,"əu(10), o(3), a(2), u(1)"
NB01,宁波市区, T,S3,u(19)
NB01,宁波市区, Ø,S0,"a(6), ie(2)"
NB01,宁波市区, Ø,S1,"o(7), yo(5), ia(3), uo(1), a(1)"
NB01,宁波市区, Ø,S2,"əu(13), u(3), o(1)"
NB01,宁波市区, Ø,S3,u(18)
NB01,宁波市区,TS,S1,o(2)
NB01,宁波市区,TS,S2,"əu(8), o(1)"
NB01,宁波市区,TS,S3,"u(9), əu(2)"
NB01,宁波市区,TS*,S0,"a(7), o(1)"
NB01,宁波市区,TS*,S1,"o(12), a(1)"
NH01,南汇惠南镇, K,S0,"ia(6), a(6), ɛ(1)"
NH01,南汇惠南镇, K,S1,a(14)
NH01,南汇惠南镇, K,S2,"u(21), o(1), ɔ(1)"
NH01,南汇惠南镇, K,S3,u(24)
NH01,南汇惠南镇, M,S0,a(3)
NH01,南汇惠南镇, M,S1,"o(6), a(1)"
NH01,南汇惠南镇, M,S2,u(4)
NH01,南汇惠南镇, M,S3,u(6)
NH01,南汇惠南镇, N,S0,a(1)
NH01,南汇惠南镇, N,S2,"u(6), a(2), ɔ(1)"
NH01,南汇惠南镇, N,S3,u(12)
NH01,南汇惠南镇, P,S0,a(7)
NH01,南汇惠南镇, P,S1,"o(6), a(2)"
NH01,南汇惠南镇, P,S2,u(8)
NH01,南汇惠南镇, P,S3,u(17)
NH01,南汇惠南镇, T,S2,"u(13), a(2)"
NH01,南汇惠南镇, T,S3,u(19)
NH01,南汇惠南镇, Ø,S0,"a(5), ɛ(4)"
NH01,南汇惠南镇, Ø,S1,"o(6), ɔ(5), ia(4)"
NH01,南汇惠南镇, Ø,S2,u(11)
NH01,南汇惠南镇, Ø,S3,u(14)
NH01,南汇惠南镇,TS,S1,o(2)
NH01,南汇惠南镇,TS,S2,u(10)
NH01,南汇惠南镇,TS,S3,"u(13), o(1)"
NH01,南汇惠南镇,TS*,S0,"a(7), ɛ(1), o(1)"
NH01,南汇惠南镇,TS*,S1,"o(12), a(7)"
NT01,南通金沙镇, K,S0,æ(5)
NT01,南通金沙镇, K,S1,"uo(6), iɑ(5), u(2)"
NT01,南通金沙镇, K,S2,ɤɯ(14)
NT01,南通金沙镇, K,S3,u(11)
NT01,南通金沙镇, M,S0,"æ(3), ɑ(2)"
NT01,南通金沙镇, M,S1,"o(2), uo(1)"
NT01,南通金沙镇, M,S2,ɤɯ(1)
NT01,南通金沙镇, M,S3,u(5)
NT01,南通金沙镇, N,S0,"ɑ(1), æ(1)"
NT01,南通金沙镇, N,S1,ɑ(1)
NT01,南通金沙镇, N,S2,"ɤɯ(8), ɑ(2)"
NT01,南通金沙镇, N,S3,"u(4), ɤɯ(3)"
NT01,南通金沙镇, P,S0,æ(4)
NT01,南通金沙镇, P,S1,"o(5), uo(3)"
NT01,南通金沙镇, P,S2,ɤɯ(4)
NT01,南通金沙镇, P,S3,u(8)
NT01,南通金沙镇, T,S2,"ɤɯ(7), ɑ(2)"
NT01,南通金沙镇, T,S3,u(9)
NT01,南通金沙镇, Ø,S0,æ(8)
NT01,南通金沙镇, Ø,S1,"uo(5), iɑ(5), u(4)"
NT01,南通金沙镇, Ø,S2,"ɤɯ(13), ɑ(1), iɑʔ(1)"
NT01,南通金沙镇, Ø,S3,u(9)
NT01,南通金沙镇,TS,S1,"o(1), uo(1)"
NT01,南通金沙镇,TS,S2,ɤɯ(6)
NT01,南通金沙镇,TS,S3,"u(8), ɤɯ(2)"
NT01,南通金沙镇,TS*,S0,"æ(5), ɑ(1)"
NT01,南通金沙镇,TS*,S1,"uo(4), o(4)"
PB01,彭埠镇, K,S0,"a(6), ia(3)"
PB01,彭埠镇, K,S1,"o(8), ia(3)"
PB01,彭埠镇, K,S2,"o(14), u(5)"
PB01,彭埠镇, K,S3,u(24)
PB01,彭埠镇, M,S0,a(3)
PB01,彭埠镇, M,S1,"o(6), a(1)"
PB01,彭埠镇, M,S2,o(4)
PB01,彭埠镇, M,S3,o(3)
PB01,彭埠镇, N,S0,a(1)
PB01,彭埠镇, N,S1,o(1)
PB01,彭埠镇, N,S2,o(13)
PB01,彭埠镇, N,S3,u(14)
PB01,彭埠镇, P,S0,a(6)
PB01,彭埠镇, P,S1,"o(11), a(1)"
PB01,彭埠镇, P,S2,"o(10), a(1)"
PB01,彭埠镇, P,S3,u(15)
PB01,彭埠镇, T,S2,"o(12), u(1), ø(1)"
PB01,彭埠镇, T,S3,u(21)
PB01,彭埠镇, Ø,S0,a(4)
PB01,彭埠镇, Ø,S1,"o(6), ia(4)"
PB01,彭埠镇, Ø,S2,"o(8), u(5)"
PB01,彭埠镇, Ø,S3,u(19)
PB01,彭埠镇,TS,S1,o(2)
PB01,彭埠镇,TS,S2,o(7)
PB01,彭埠镇,TS,S3,"u(8), o(3)"
PB01,彭埠镇,TS*,S0,"a(3), o(2)"
PB01,彭埠镇,TS*,S1,"o(9), a(1)"
PH01,平湖城关, K,S0,a(13)
PH01,平湖城关, K,S1,a(15)
PH01,平湖城关, K,S2,u(19)
PH01,平湖城关, K,S3,u(24)
PH01,平湖城关, M,S0,a(3)
PH01,平湖城关, M,S1,"o(6), a(1)"
PH01,平湖城关, M,S2,o(4)
PH01,平湖城关, M,S3,o(6)
PH01,平湖城关, N,S0,a(1)
PH01,平湖城关, N,S1,"o(1), a(1)"
PH01,平湖城关, N,S2,u(9)
PH01,平湖城关, N,S3,u(10)
PH01,平湖城关, P,S0,a(7)
PH01,平湖城关, P,S1,"o(9), a(2)"
PH01,平湖城关, P,S2,u(9)
PH01,平湖城关, P,S3,u(15)
PH01,平湖城关, T,S2,"u(10), a(2)"
PH01,平湖城关, T,S3,u(18)
PH01,平湖城关, Ø,S0,a(3)
PH01,平湖城关, Ø,S1,"o(9), ia(1)"
PH01,平湖城关, Ø,S2,u(14)
PH01,平湖城关, Ø,S3,u(17)
PH01,平湖城关,TS,S1,o(2)
PH01,平湖城关,TS,S2,u(12)
PH01,平湖城关,TS,S3,u(13)
PH01,平湖城关,TS*,S0,a(8)
PH01,平湖城关,TS*,S1,o(14)
QD01,启东吕四, K,S0,"a(9), ia(7), ɛ(1)"
QD01,启东吕四, K,S1,"yo(8), ia(4), o(3), a(1)"
QD01,启东吕四, K,S2,ɤ(22)
QD01,启东吕四, K,S3,u(27)
QD01,启东吕四, M,S0,a(3)
QD01,启东吕四, M,S1,"ɤ(6), a(1)"
QD01,启东吕四, M,S2,ɤ(5)
QD01,启东吕四, M,S3,ɤ(7)
QD01,启东吕四, N,S0,a(1)
QD01,启东吕四, N,S1,a(1)
QD01,启东吕四, N,S2,"ɤ(11), a(1)"
QD01,启东吕四, N,S3,"u(12), ɤ(3)"
QD01,启东吕四, P,S0,"a(7), ɛ(1)"
QD01,启东吕四, P,S1,"ɤ(12), a(1)"
QD01,启东吕四, P,S2,ɤ(10)
QD01,启东吕四, P,S3,u(17)
QD01,启东吕四, T,S2,"ɤ(13), a(2)"
QD01,启东吕四, T,S3,u(20)
QD01,启东吕四, Ø,S0,"a(5), ɛ(2)"
QD01,启东吕四, Ø,S1,"o(9), ia(6), yo(1)"
QD01,启东吕四, Ø,S2,ɤ(15)
QD01,启东吕四, Ø,S3,u(16)
QD01,启东吕四,TS,S1,yo(2)
QD01,启东吕四,TS,S2,ɤ(12)
QD01,启东吕四,TS,S3,"u(10), ɤ(3)"
QD01,启东吕四,TS*,S0,"a(5), yo(2), ɛ(1)"
QD01,启东吕四,TS*,S1,yo(14)
QP01,青浦商榻, K,S0,"ɒ(10), iɒ(6)"
QP01,青浦商榻, K,S1,"ɒ(12), iɒ(4)"
QP01,青浦商榻, K,S2,"əu(22), ɒ(1), iəu(1)"
QP01,青浦商榻, K,S3,"əu(18), u(4), ʊ(1)"
QP01,青浦商榻, M,S0,ɒ(3)
QP01,青浦商榻, M,S1,"ʊ(7), ɒ(2)"
QP01,青浦商榻, M,S2,ʊ(4)
QP01,青浦商榻, M,S3,"ʊ(3), əu(3)"
QP01,青浦商榻, N,S0,ɒ(1)
QP01,青浦商榻, N,S1,ʊ(1)
QP01,青浦商榻, N,S2,"əu(9), ɒ(3), ʊ(1), ɐ(1)"
QP01,青浦商榻, N,S3,"əu(14), ʊ(1), iøʔ(1)"
QP01,青浦商榻, P,S0,ɒ(7)
QP01,青浦商榻, P,S1,"ʊ(12), ɒ(3)"
QP01,青浦商榻, P,S2,u(9)
QP01,青浦商榻, P,S3,u(18)
QP01,青浦商榻, T,S2,"əu(11), ɒ(4), ʊ(3)"
QP01,青浦商榻, T,S3,əu(20)
QP01,青浦商榻, Ø,S0,"ɒ(6), ɛ(1)"
QP01,青浦商榻, Ø,S1,"ʊ(10), iɒ(5)"
QP01,青浦商榻, Ø,S2,"u(14), ʊ(1)"
QP01,青浦商榻, Ø,S3,"u(20), əu(1)"
QP01,青浦商榻,TS,S1,ʊ(1)
QP01,青浦商榻,TS,S2,əu(11)
QP01,青浦商榻,TS,S3,"əu(11), ʊ(1)"
QP01,青浦商榻,TS*,S0,"ɒ(6), ʊ(2), ɛ(1)"
QP01,青浦商榻,TS*,S1,"ʊ(15), ɒ(1), iɒ(1)"
SH01,上海市区, K,S0,"ᴀ(15), iᴀ(3)"
SH01,上海市区, K,S1,"ᴀ(18), iᴀ(2)"
SH01,上海市区, K,S2,u(27)
SH01,上海市区, K,S3,u(31)
SH01,上海市区, M,S0,ᴀ(3)
SH01,上海市区, M,S1,"o(6), ᴀ(1)"
SH01,上海市区, M,S2,"u(5), o(5)"
SH01,上海市区, M,S3,"u(7), o(7), ɔ(1)"
SH01,上海市区, N,S0,ᴀ(2)
SH01,上海市区, N,S1,"ᴀ(1), o(1)"
SH01,上海市区, N,S2,"u(11), ᴀ(3), o(2)"
SH01,上海市区, N,S3,u(16)
SH01,上海市区, P,S0,ᴀ(7)
SH01,上海市区, P,S1,"o(14), ᴀ(1)"
SH01,上海市区, P,S2,u(11)
SH01,上海市区, P,S3,u(18)
SH01,上海市区, T,S2,"u(19), ᴀ(2)"
SH01,上海市区, T,S3,u(21)
SH01,上海市区, Ø,S0,"ᴀ(6), ᴇ(3), iᴇ(1)"
SH01,上海市区, Ø,S1,"o(10), iᴀ(5)"
SH01,上海市区, Ø,S2,u(18)
SH01,上海市区, Ø,S3,u(22)
SH01,上海市区,TS,S1,o(2)
SH01,上海市区,TS,S2,"u(13), o(2), i(1)"
SH01,上海市区,TS,S3,u(13)
SH01,上海市区,TS*,S0,"ᴀ(7), ᴇ(2), o(2)"
SH01,上海市区,TS*,S1,"o(18), ᴀ(2)"
SJ01,松江镇, K,S0,"ɑ(13), iɑ(5), iɛ(1), e(1)"
SJ01,松江镇, K,S1,"ɑ(18), u(1), iɑ(1)"
SJ01,松江镇, K,S2,"u(26), ɔ(1)"
SJ01,松江镇, K,S3,u(29)
SJ01,松江镇, M,S0,ɑ(3)
SJ01,松江镇, M,S1,"o(7), ɑ(4)"
SJ01,松江镇, M,S2,o(6)
SJ01,松江镇, M,S3,"o(8), ɔ(2)"
SJ01,松江镇, N,S0,ɑ(2)
SJ01,松江镇, N,S1,"o(1), ɑ(1)"
SJ01,松江镇, N,S2,"u(14), ɑ(3), o(2), ɔ(1)"
SJ01,松江镇, N,S3,u(17)
SJ01,松江镇, P,S0,"ɑ(7), ɛ(1)"
SJ01,松江镇, P,S1,"o(15), ɑ(7)"
SJ01,松江镇, P,S2,u(11)
SJ01,松江镇, P,S3,u(21)
SJ01,松江镇, T,S2,"u(17), ɑ(4), o(1)"
SJ01,松江镇, T,S3,u(21)
SJ01,松江镇, Ø,S0,"ɑ(6), iɛ(3)"
SJ01,松江镇, Ø,S1,"iɑ(14), o(6), ɔ(5), ɑ(1)"
SJ01,松江镇, Ø,S2,u(16)
SJ01,松江镇, Ø,S3,u(22)
SJ01,松江镇,TS,S1,o(2)
SJ01,松江镇,TS,S2,"u(12), o(1)"
SJ01,松江镇,TS,S3,"u(14), o(1)"
SJ01,松江镇,TS*,S0,"ɑ(9), o(2)"
SJ01,松江镇,TS*,S1,"o(17), ɑ(3)"
SJ02,泗泾, K,S0,"ɑ(8), iɑ(2)"
SJ02,泗泾, K,S1,"ɑ(12), iɑ(4)"
SJ02,泗泾, K,S2,"əu(18), u(1)"
SJ02,泗泾, K,S3,"əu(14), u(9)"
SJ02,泗泾, M,S0,ɑ(3)
SJ02,泗泾, M,S1,"o(5), ɑ(1)"
SJ02,泗泾, M,S2,u(5)
SJ02,泗泾, M,S3,o(6)
SJ02,泗泾, N,S0,ɑ(1)
SJ02,泗泾, N,S1,o(1)
SJ02,泗泾, N,S2,u(6)
SJ02,泗泾, N,S3,u(10)
SJ02,泗泾, P,S0,"ɑ(7), o(1)"
SJ02,泗泾, P,S1,"o(8), ɑ(1)"
SJ02,泗泾, P,S2,u(5)
SJ02,泗泾, P,S3,u(14)
SJ02,泗泾, T,S2,"u(7), ɑ(2)"
SJ02,泗泾, T,S3,u(20)
SJ02,泗泾, Ø,S0,ɑ(6)
SJ02,泗泾, Ø,S1,"o(6), iɑ(3)"
SJ02,泗泾, Ø,S2,u(12)
SJ02,泗泾, Ø,S3,u(11)
SJ02,泗泾,TS,S1,o(1)
SJ02,泗泾,TS,S2,"u(8), i(1)"
SJ02,泗泾,TS,S3,"u(10), o(1)"
SJ02,泗泾,TS*,S0,"ɑ(6), o(2)"
SJ02,泗泾,TS*,S1,"o(10), ɑ(1)"
SL01,三林, K,S0,"ᴀ(6), iᴀ(4)"
SL01,三林, K,S1,"ᴀ(14), iᴀ(2)"
SL01,三林, K,S2,"u(17), ɤ(1), o(1)"
SL01,三林, K,S3,u(23)
SL01,三林, M,S0,ᴀ(3)
SL01,三林, M,S1,"o(5), ᴀ(1)"
SL01,三林, M,S2,u(5)
SL01,三林, M,S3,u(6)
SL01,三林, N,S0,ᴀ(1)
SL01,三林, N,S1,o(1)
SL01,三林, N,S2,u(6)
SL01,三林, N,S3,u(10)
SL01,三林, P,S0,ᴀ(7)
SL01,三林, P,S1,"o(8), ᴀ(1)"
SL01,三林, P,S2,u(5)
SL01,三林, P,S3,u(14)
SL01,三林, T,S2,"u(7), ᴀ(2)"
SL01,三林, T,S3,u(20)
SL01,三林, Ø,S0,ᴀ(6)
SL01,三林, Ø,S1,"ɔ(4), iᴀ(3), o(2)"
SL01,三林, Ø,S2,u(12)
SL01,三林, Ø,S3,u(11)
SL01,三林,TS,S1,iɔ(1)
SL01,三林,TS,S2,u(8)
SL01,三林,TS,S3,"u(10), o(1)"
SL01,三林,TS*,S0,"ᴀ(6), o(2), e(1)"
SL01,三林,TS*,S1,"iɔ(8), o(2), ᴀ(1)"
SX01,绍兴城区东头埭, K,S0,"a(14), ia(4), io(1)"
SX01,绍兴城区东头埭, K,S1,"o(16), a(1)"
SX01,绍兴城区东头埭, K,S2,"o(21), u(6)"
SX01,绍兴城区东头埭, K,S3,u(32)
SX01,绍兴城区东头埭, M,S0,a(3)
SX01,绍兴城区东头埭, M,S1,"o(8), a(2)"
SX01,绍兴城区东头埭, M,S2,o(6)
SX01,绍兴城区东头埭, M,S3,"u(7), o(6), ɒ(1)"
SX01,绍兴城区东头埭, N,S0,a(2)
SX01,绍兴城区东头埭, N,S1,"a(1), o(1)"
SX01,绍兴城区东头埭, N,S2,"o(15), a(2)"
SX01,绍兴城区东头埭, N,S3,"u(16), o(4)"
SX01,绍兴城区东头埭, P,S0,"a(7), o(2)"
SX01,绍兴城区东头埭, P,S1,"o(14), a(1)"
SX01,绍兴城区东头埭, P,S2,"o(12), a(1)"
SX01,绍兴城区东头埭, P,S3,u(21)
SX01,绍兴城区东头埭, T,S2,"o(18), a(3)"
SX01,绍兴城区东头埭, T,S3,u(21)
SX01,绍兴城区东头埭, Ø,S0,"a(6), iia(1), ia(1), ieʔ(1)"
SX01,绍兴城区东头埭, Ø,S1,"o(13), io(3)"
SX01,绍兴城区东头埭, Ø,S2,"o(14), u(8)"
SX01,绍兴城区东头埭, Ø,S3,u(25)
SX01,绍兴城区东头埭,TS,S1,o(2)
SX01,绍兴城区东头埭,TS,S2,"o(15), ia(1)"
SX01,绍兴城区东头埭,TS,S3,"u(12), o(3)"
SX01,绍兴城区东头埭,TS*,S0,"a(8), o(1)"
SX01,绍兴城区东头埭,TS*,S1,"o(15), a(1)"
SY02,上虞百官镇, K,S0,"ɐ(8), iɐ(7)"
SY02,上虞百官镇, K,S1,"o(14), iɐ(1)"
SY02,上虞百官镇, K,S2,"o(15), u(7)"
SY02,上虞百官镇, K,S3,u(25)
SY02,上虞百官镇, M,S0,ɐ(3)
SY02,上虞百官镇, M,S1,o(6)
SY02,上虞百官镇, M,S2,o(5)
SY02,上虞百官镇, M,S3,u(6)
SY02,上虞百官镇, N,S0,ɐ(1)
SY02,上虞百官镇, N,S1,o(1)
SY02,上虞百官镇, N,S2,"o(13), ɐ(2)"
SY02,上虞百官镇, N,S3,u(15)
SY02,上虞百官镇, P,S0,ɐ(8)
SY02,上虞百官镇, P,S1,"o(9), ɐ(3)"
SY02,上虞百官镇, P,S2,"o(11), ɐ(1)"
SY02,上虞百官镇, P,S3,u(19)
SY02,上虞百官镇, T,S2,"o(14), ɐ(3)"
SY02,上虞百官镇, T,S3,u(20)
SY02,上虞百官镇, Ø,S0,"ɐ(7), iɐ(2), ᴇ(2)"
SY02,上虞百官镇, Ø,S1,"o(10), iɐ(1)"
SY02,上虞百官镇, Ø,S2,"o(10), uo(2), ɐ(1), u(1)"
SY02,上虞百官镇, Ø,S3,u(21)
SY02,上虞百官镇,TS,S1,o(2)
SY02,上虞百官镇,TS,S2,"o(11), iɐ(1), ɐ(1)"
SY02,上虞百官镇,TS,S3,"y(10), o(1)"
SY02,上虞百官镇,TS*,S0,"ɐ(6), o(1)"
SY02,上虞百官镇,TS*,S1,"o(13), ɐ(2)"
SZ01,苏州城区, K,S0,"ɑ(12), iɑ(5), ɪ(2)"
SZ01,苏州城区, K,S1,"ɑ(16), iɑ(3)"
SZ01,苏州城区, K,S2,əu(24)
SZ01,苏州城区, K,S3,əu(25)
SZ01,苏州城区, M,S0,"ɑ(3), ᴇ(1)"
SZ01,苏州城区, M,S1,"o(7), ɑ(2)"
SZ01,苏州城区, M,S2,o(5)
SZ01,苏州城区, M,S3,o(7)
SZ01,苏州城区, N,S0,ɑ(1)
SZ01,苏州城区, N,S1,"ɑ(1), o(1)"
SZ01,苏州城区, N,S2,"əu(10), ɑ(3), o(1)"
SZ01,苏州城区, N,S3,əu(15)
SZ01,苏州城区, P,S0,"ɑ(8), o(1)"
SZ01,苏州城区, P,S1,"o(14), ɑ(3)"
SZ01,苏州城区, P,S2,v(11)
SZ01,苏州城区, P,S3,v(20)
SZ01,苏州城区, T,S2,"əu(18), ɑ(4)"
SZ01,苏州城区, T,S3,əu(21)
SZ01,苏州城区, Ø,S0,"ɑ(5), ɪ(2), ᴇ(1), uᴇ(1)"
SZ01,苏州城区, Ø,S1,"o(10), iɑ(5), io(5)"
SZ01,苏州城区, Ø,S2,əu(17)
SZ01,苏州城区, Ø,S3,əu(22)
SZ01,苏州城区,TS,S1,o(1)
SZ01,苏州城区,TS,S2,"əu(12), i(1), o(1)"
SZ01,苏州城区,TS,S3,"əu(11), o(1)"
SZ01,苏州城区,TS*,S0,"ɑ(7), o(2), ᴇ(1)"
SZ01,苏州城区,TS*,S1,o(16)
SZ02,嵊州长乐, K,S0,"a(11), ia(2), iᴇ(1), iɔ(1)"
SZ02,嵊州长乐, K,S1,"ɔ(13), iɔ(1)"
SZ02,嵊州长乐, K,S2,"o(24), a(2)"
SZ02,嵊州长乐, K,S3,u(26)
SZ02,嵊州长乐, M,S0,a(3)
SZ02,嵊州长乐, M,S1,"ɔ(7), a(1)"
SZ02,嵊州长乐, M,S2,o(4)
SZ02,嵊州长乐, M,S3,o(7)
SZ02,嵊州长乐, N,S0,a(1)
SZ02,嵊州长乐, N,S1,a(1)
SZ02,嵊州长乐, N,S2,"o(13), a(2)"
SZ02,嵊州长乐, N,S3,"u(13), o(1)"
SZ02,嵊州长乐, P,S0,a(8)
SZ02,嵊州长乐, P,S1,"ɔ(11), a(1)"
SZ02,嵊州长乐, P,S2,"o(7), ɔ(1), a(1)"
SZ02,嵊州长乐, P,S3,u(20)
SZ02,嵊州长乐, T,S2,"o(14), a(3), ɔ(2)"
SZ02,嵊州长乐, T,S3,u(20)
SZ02,嵊州长乐, Ø,S0,"a(6), ia(1), ᴇ(1)"
SZ02,嵊州长乐, Ø,S1,"ɔ(8), iɔ(2)"
SZ02,嵊州长乐, Ø,S2,o(16)
SZ02,嵊州长乐, Ø,S3,u(20)
SZ02,嵊州长乐,TS,S1,ɔ(2)
SZ02,嵊州长乐,TS,S2,"ɔ(7), o(6)"
SZ02,嵊州长乐,TS,S3,"u(10), o(3)"
SZ02,嵊州长乐,TS*,S0,"a(7), i(1)"
SZ02,嵊州长乐,TS*,S1,"ɔ(14), a(4)"
SZ03,嵊州崇仁镇, K,S0,a(14)
SZ03,嵊州崇仁镇, K,S1,ɤ(16)
SZ03,嵊州崇仁镇, K,S2,"ɤ(23), a(1)"
SZ03,嵊州崇仁镇, K,S3,u(26)
SZ03,嵊州崇仁镇, M,S0,a(2)
SZ03,嵊州崇仁镇, M,S1,"ɤ(3), a(1)"
SZ03,嵊州崇仁镇, M,S2,ɤ(5)
SZ03,嵊州崇仁镇, M,S3,u(7)
SZ03,嵊州崇仁镇, N,S0,a(2)
SZ03,嵊州崇仁镇, N,S1,"a(1), ɤ(1)"
SZ03,嵊州崇仁镇, N,S2,"ɤ(13), a(2)"
SZ03,嵊州崇仁镇, N,S3,u(14)
SZ03,嵊州崇仁镇, P,S0,a(8)
SZ03,嵊州崇仁镇, P,S1,ɤ(13)
SZ03,嵊州崇仁镇, P,S2,ɤ(11)
SZ03,嵊州崇仁镇, P,S3,u(17)
SZ03,嵊州崇仁镇, T,S2,"ɤ(15), a(3)"
SZ03,嵊州崇仁镇, T,S3,u(20)
SZ03,嵊州崇仁镇, Ø,S0,a(7)
SZ03,嵊州崇仁镇, Ø,S1,ɤ(11)
SZ03,嵊州崇仁镇, Ø,S2,ɤ(17)
SZ03,嵊州崇仁镇, Ø,S3,u(19)
SZ03,嵊州崇仁镇,TS,S1,ɤ(3)
SZ03,嵊州崇仁镇,TS,S2,ɤ(8)
SZ03,嵊州崇仁镇,TS,S3,u(13)
SZ03,嵊州崇仁镇,TS*,S0,"a(8), e(1)"
SZ03,嵊州崇仁镇,TS*,S1,ɤ(15)
TC01,太仓沙溪, K,S0,"a(11), ia(5), iɪ(2)"
