point_id,point_name,onset_class,S0,S1,S2,S3
YX01,宜兴, P,a,o,au,u
YX01,宜兴, T,,,ɷ,u
YX01,宜兴, Ø,ia,o,ɷ,u
YX01,宜兴,TS,,o,ɷ,u
YX01,宜兴,TS*,a,o,,
YX02, 鄞县中区, K,a,o,əu,u
YX02, 鄞县中区, M,a,o,əu,əu
YX02, 鄞县中区, N,a,,əu,u
YX02, 鄞县中区, P,a,o,əu,u
YX02, 鄞县中区, T,,,əu,u
YX02, 鄞县中区, Ø,a,o,əu,u
YX02, 鄞县中区,TS,,o,əu,u
YX02, 鄞县中区,TS*,a,o,,
YY01,余姚城关, K,a,o,ou,u
YY01,余姚城关, M,a,o,ou,ou
YY01,余姚城关, N,a,,ou,u
YY01,余姚城关, P,a,o,ou,u
YY01,余姚城关, T,,,ou,u
YY01,余姚城关, Ø,a,o,ou,u
YY01,余姚城关,TS,,o,ou,ɥ
YY01,余姚城关,TS*,a,o,,
ZJ01,诸暨城关, K,a,o,ɔi,u
ZJ01,诸暨城关, M,a,o,ɔi,ɔi
ZJ01,诸暨城关, N,a,ɔi,ɔi,u
ZJ01,诸暨城关, P,a,o,ɔi,u
ZJ01,诸暨城关, T,,,ɔi,u
ZJ01,诸暨城关, Ø,a,o,ɔi,u
ZJ01,诸暨城关,TS,,o,ɔi,u
ZJ01,诸暨城关,TS*,a,o,,
ZJ02,诸暨璜山镇, K,a,ʊ,ɤɯ,u
ZJ02,诸暨璜山镇, M,a,ʊ,ɤɯ,ɤɯ
ZJ02,诸暨璜山镇, N,a,ʊ,ɤɯ,u
ZJ02,诸暨璜山镇, P,a,ʊ,ɤɯ,u
ZJ02,诸暨璜山镇, T,,,ɤɯ,u
ZJ02,诸暨璜山镇, Ø,a,ʊ,ɤɯ,u
ZJ02,诸暨璜山镇,TS,,ʊ,ɤɯ,u
ZJ02,诸暨璜山镇,TS*,a,ʊ,,
ZJ03,诸暨直埠镇, K,a,o,ou,u
ZJ03,诸暨直埠镇, M,a,o,ou,u
ZJ03,诸暨直埠镇, N,a,,ou,u
ZJ03,诸暨直埠镇, P,a,o,ou,u
ZJ03,诸暨直埠镇, T,,,ou,u
ZJ03,诸暨直埠镇, Ø,a,o,ou,u
ZJ03,诸暨直埠镇,TS,,o,ou,u
ZJ03,诸暨直埠镇,TS*,a,o,,
ZP01,周浦, K,ᴀ,ᴀ,u,u
ZP01,周浦, M,ᴀ,o,u,u
ZP01,周浦, N,ᴀ,o,u,u
ZP01,周浦, P,ᴀ,o,u,u
ZP01,周浦, T,,,u,u
ZP01,周浦, Ø,ᴀ,ɔ,u,u
ZP01,周浦,TS,,iɔ,u,u
ZP01,周浦,TS*,ᴀ,iɔ,,
ZR01,真如, K,iᴀ,ᴀ,u,u
ZR01,真如, M,ᴀ,o,u,u
ZR01,真如, N,ᴀ,ɔ,u,u
ZR01,真如, P,ᴀ,o,u,u
ZR01,真如, T,,,u,u
ZR01,真如, Ø,ᴀ,ɔ,u,u
ZR01,真如,TS,,o,u,u
ZR01,真如,TS*,ᴀ,o,,
ZS01,舟山定海, K,a,o,au,u
ZS01,舟山定海, M,a,o,au,au
ZS01,舟山定海, N,a,o,au,u
ZS01,舟山定海, P,a,o,au,u
ZS01,舟山定海, T,,,au,u
ZS01,舟山定海, Ø,a,o,au,u
ZS01,舟山定海,TS,,o,au,u
ZS01,舟山定海,TS*,a,o,,
